potencial,negocio,nicho,cidade,perfil_cidade,site,nota_site,builder,booking,ano_copyright,instagram,seguidores_ig,emails,diagnostico_site,como_abordar,screenshot
"6","Roadrunner Pool Service","piscina","Scottsdale, AZ","Afluente","roadrunnerpoolservice.com","6","custom/desconhecido","sim","2025","","","info@roadrunnerpools.com","header sem logo e metade direita do hero vazia (imagem nao carregou), 2 telefones no topo; 24 anos, menu Locations","E-mail info@roadrunnerpools.com. SEM Instagram no site. Gancho: header sem logo e metade direita do hero vazia (imagem nao carregou), 2 telefones no topo. Mande a previa da home antes de falar de preco. Nicho de ticket alto: o valor do site e troco perto do que ele fatura por venda.","prospeccao/fotos/roadrunnerpoolservice.com.png"
"6","Custom Pool Builder DFW","piscina","Frisco, TX","Afluente","venturecustompools.com","3","WordPress","sim","2023","@venturecustom_pools","721","webdev@poolbuilder-marketing.com","hero nao carrega, so spinner sobre fundo cinza; logo de 2010, copyright 2023, 3 escritorios DFW/Roanoke/Waxahachie","DM no @venturecustom_pools (721) ou e-mail webdev@poolbuilder-marketing.com. Gancho: hero nao carrega, so spinner sobre fundo cinza. Mande a previa da home antes de falar de preco. Nicho de ticket alto: o valor do site e troco perto do que ele fatura por venda.","prospeccao/fotos/venturecustompools.com.png"
"6","Power Wash Pro Plus","pressure washing","Jacksonville, FL","Média","powerwashproplus.com","5","Squarespace","nao","","@powerwashproplus","7","powerwashproplus@gmail.com","Squarespace generico, logo clipart, hero fraco; facil mostrar upgrade","E-mail powerwashproplus@gmail.com. Gancho: Squarespace genérico com logo clipart. O IG tem 7 seguidores: está começando do zero, bom candidato a site + social.","prospeccao/fotos/powerwashproplus.com.png"
"6","Home Remodeling Bellevue, WA","reforma","Bellevue, WA","Afluente","goldremodeling.com","6","WordPress","nao","2026","@goldremodeling","3,291","info@goldremodeling.com","Elementor generico com foto de casa gerada por IA e menu Areas com lista de cidades; empreiteira pequena","DM no @goldremodeling (3,291) ou e-mail info@goldremodeling.com. Gancho: Elementor generico com foto de casa gerada por IA e menu Areas com lista de cidades. Mande a previa da home antes de falar de preco. Nicho de ticket alto: o valor do site e troco perto do que ele fatura por venda.","prospeccao/fotos/goldremodeling.com.png"
"6","Atlanta's Premier Roofing Contractors","roofing","Alpharetta, GA","Afluente","wrcroofing.com","5","WordPress","sim","2026","@wrcroofing","629","brent@wrcroofing.com","formulario invadindo o header e texto cortado sobre foto escura de telhados; menu com Residential/Commercial/Areas Served indica empresa maior","DM no @wrcroofing (629) ou e-mail brent@wrcroofing.com. Gancho: formulario invadindo o header e texto cortado sobre foto escura de telhados. Mande a previa da home antes de falar de preco. Nicho de ticket alto: o valor do site e troco perto do que ele fatura por venda.","prospeccao/fotos/wrcroofing.com.png"
"6","Expert Balayage & Hair Salon in Boca Rat","salao","Boca Raton, FL","Afluente","greenroomsalon.com","6","custom/desconhecido","sim","2026","@greenroomsalonboca","8,334","hello@greenroomsalon.com","hero de tela inteira com foto totalmente desfocada e vazia; resto limpo, salao unico com booking online","DM no @greenroomsalonboca (8,334) ou e-mail hello@greenroomsalon.com. Gancho: hero de tela inteira com foto totalmente desfocada e vazia. Mande a previa da home antes de falar de preco.","prospeccao/fotos/greenroomsalon.com.png"
"6","Columbus Tattoo Artists","tattoo","Columbus, OH","Média","tatsbywes.com","5","custom/desconhecido","sim","2024","@wes_tattoos_columbus","11K","tatsbywes97@gmail.com","Artista solo desde 1997; site simples escuro; decisao rapida, IG e a vida do tatuador","DM no @wes_tattoos_columbus (11K seguidores!). Gancho: artista solo desde 1997, decisão rápida e sem comitê; IG forte mas site simples, prévia com galeria destacada.","prospeccao/fotos/tatsbywes.com.png"
"5","Bubble Down Car Wash Tampa Bay","car wash","Tampa, FL","Média","bubbledown.com","5","WordPress","nao","2016","@bubbledowncarwash","3,598","info@bubbledown.com","Site ok porem copyright 2016; IG ativo 3.5k; abordagem por relacionamento","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @bubbledowncarwash.","prospeccao/fotos/bubbledown.com.png"
"5","Fence Installation in San Antonio, TX","fencing","San Antonio, TX","Média","gsfence.com","5","Squarespace","nao","2026","","","gsfencecompany@gmail.com","Site decente mas email no Gmail (DIY vibe); familia","Morno: so vale se sobrar tempo depois dos quentes. Canal: e-mail do site.","prospeccao/fotos/gsfence.com.png"
"5","Home","landscaping","Columbus, OH","Média","buckandsons.com","5","WordPress","nao","","@buck_and_sons","827","greatoutdoors@buckandsons.com","Desde 1971, site funcional porem datado; empresa grande familiar","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @buck_and_sons.","prospeccao/fotos/buckandsons.com.png"
"5","Seattle’s Premier Landscaping Services","landscaping","Bellevue, WA","Afluente","maloneslandscape.com","6","WordPress","nao","2026","@malones.landscape","1,474","","texto do hero sem contraste sobre foto aerea poluida e titulo azul serrilhado abaixo; firma com divisao comercial","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @malones.landscape (1,474). SEM e-mail no site.","prospeccao/fotos/maloneslandscape.com.png"
"5","Serenity Nail Bar Nashville","nail salon","Nashville, TN","Média","serenitynashville.com","5","custom/desconhecido","nao","2022","@serenitynashville","346","info@serenitynashville.com","Site limpo mas datado (2022); nail bar bonito","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @serenitynashville.","prospeccao/fotos/serenitynashville.com.png"
"5","Interior & Exterior Painting Contractors","painting","Charlotte, NC","Média","paintingcharlotte.com","5","WordPress","nao","","@propaintingcharlotte","2","info@propaintingcharlotte.com","Logo anos 2000, layout denso; info@ visivel","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @propaintingcharlotte.","prospeccao/fotos/paintingcharlotte.com.png"
"5","JET, Jacksonville Exterior team","pressure washing","Jacksonville, FL","Média","jetexterior.com","5","Wix","sim","2022","@jet_exterior","651","jetjexcontact@gmail.com / smm@jetexterior.com","Wix razoavel, logo fraco; IG 651","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @jet_exterior.","prospeccao/fotos/jetexterior.com.png"
"5","DFW Roofing Contractor","roofing","Frisco, TX","Afluente","rangerroofingdfw.com","7","WordPress","nao","2026","@rangerroofingdfw","1,473","%20info@rangerroofingdfw.com / info@rangerroofingdfw.com","hero drone com overlay escuro e tipografia limpa, layout Elementor atual; BBB A+, empresa local de Flower Mound, 1 unidade","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @rangerroofingdfw (1,473) ou e-mail %20info@rangerroofingdfw.com.","prospeccao/fotos/rangerroofingdfw.com.png"
"5","Roofing Contractor North Texas","roofing","Frisco, TX","Afluente","banner-roofing.com","6","WordPress","sim","2026","@bannerroofing","308","info@banner-roofing.com","hero com texto estourando a caixa e cortado pelo popup de cookies, foto escura sem contraste; GAF Master Elite, 1 unidade Frisco","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @bannerroofing (308) ou e-mail info@banner-roofing.com.","prospeccao/fotos/banner-roofing.com.png"
"5","Luxury Hair Salon Boca Raton","salao","Boca Raton, FL","Afluente","hairmesssalon.com","6","WordPress","sim","","@hairmess.salon","5,781","info@hairmesssalon.com","hero escuro razoavel mas com 3 selos de premio tipo BusinessRate empilhados sobre a foto; 1 unidade em Boca","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @hairmess.salon (5,781) ou e-mail info@hairmesssalon.com.","prospeccao/fotos/hairmesssalon.com.png"
"5","Tree Care Company","tree service","Kansas City, MO","Média","countryclubtreeservice.com","5","custom/desconhecido","nao","2026","","","cctree3@yahoo.com","Desde 1957; template funcional datado-ish","Morno: so vale se sobrar tempo depois dos quentes. Canal: e-mail do site.","prospeccao/fotos/countryclubtreeservice.com.png"
"4","McLain's","bakery","Kansas City, MO","Média","mclainskc.com","6","Squarespace","nao","","@mclainsmarketkc","27K","","Squarespace ok, hero com contraste ruim; desde 1945","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @mclainsmarketkc.","prospeccao/fotos/mclainskc.com.png"
"4","Squeeky's Car Wash","car wash","Tampa, FL","Média","squeekyscarwash.com","6","WordPress","nao","2026","@squeekyscarwash","927","support@squeekyscarwash.com","Template moderno ok; pouca dor aparente","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @squeekyscarwash.","prospeccao/fotos/squeekyscarwash.com.png"
"4","Auto Luxury Detailing","detailing","Scottsdale, AZ","Afluente","autoluxurydetailing.net","7","custom/desconhecido","sim","2026","@autoluxedetailingllc","971","","hero dark bem montado com titulo italico gigante e dois CTAs; template moderno, so o logo em escudo destoa","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @autoluxedetailingllc (971). SEM e-mail no site.","prospeccao/fotos/autoluxurydetailing.net.png"
"4","San Antonio Fence Company","fencing","San Antonio, TX","Média","comalfence.com","6","WordPress","nao","2026","@comalfencesa","303","sales@comalfence.com","Razoavel e funcional","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @comalfencesa.","prospeccao/fotos/comalfence.com.png"
"4","Fitness Gym & Classes in Boise, Idaho","gym","Boise, ID","Média","functionalidaho.com","6","WordPress","sim","2026","@functional.idaho","15K","","Carregado mas funcional; 630 reviews; familia","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @functional.idaho.","prospeccao/fotos/functionalidaho.com.png"
"4","Sammamish, WA's Choice Among Area Landsc","landscaping","Bellevue, WA","Afluente","honelandscape.com","7","WordPress","nao","2026","@honelandscapecompany","428","info@honelandscape.com","hero aereo com serifada em italico bem aplicada e menus completos; falha so no contraste do texto sobre a foto","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @honelandscapecompany (428) ou e-mail info@honelandscape.com.","prospeccao/fotos/honelandscape.com.png"
"4","McDaniel's Lawn Care and Landscaping","lawn care","Jacksonville, FL","Média","mcdanielslawncare.com","6","WordPress","sim","2021","@mcdaniels_landscaping","186","mike@mcdanielslawncare.com / krischislett@gmail.com","Site razoavel com bug visual no hero; mike@ exposto","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @mcdaniels_landscaping.","prospeccao/fotos/mcdanielslawncare.com.png"
"4","Medical Spa and Plastic Surgery Center i","med spa","Alpharetta, GA","Afluente","thegraiviercenter.com","7","Squarespace","sim","2026","@graiviercenter","3,160","info@thegraiviercenter.com","Squarespace limpo mas com titulo branco fino ilegivel sobre a placa da recepcao; centro de cirurgia plastica com equipe, decisao lenta","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @graiviercenter (3,160) ou e-mail info@thegraiviercenter.com.","prospeccao/fotos/thegraiviercenter.com.png"
"4","Pressure Washing Jacksonville, FL","pressure washing","Jacksonville, FL","Média","pressurewashjacksonvillefl.com","6","WordPress","nao","2026","@boldwashjacksonville","0","hello@boldwashjacksonville.com","Site ok generico; IG com 0 seguidores = comecando presenca social","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM em @boldwashjacksonville.","prospeccao/fotos/pressurewashjacksonvillefl.com.png"
"4","BLC Remodeling","reforma","Bellevue, WA","Afluente","blcremodeling.com","7","WordPress","nao","2018","@blcremodeling","1,014","info@blcremodeling.com","hero escuro com formulario de orcamento e bloco Google 5 estrelas; visual atual, since 2011, empreiteira pequena","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @blcremodeling (1,014) ou e-mail info@blcremodeling.com.","prospeccao/fotos/blcremodeling.com.png"
"4","Trusted Roofing Contractor in Naples, FL","roofing","Naples, FL","Afluente","kingroofing.com","7","WordPress","sim","2026","@kingroofingservicefl","453","","hero moderno com formulario de orcamento e barra do dono Bill King; 47 anos, site ja aceitavel","Morno: so vale se sobrar tempo depois dos quentes. Canal: DM no @kingroofingservicefl (453). SEM e-mail no site.","prospeccao/fotos/kingroofing.com.png"
"4","Kansas City Tree Services","tree service","Kansas City, MO","Média","kansascitytreeservices.net","5","custom/desconhecido","nao","2025","","","info@kansascitytreeservices.net","SUSPEITA de lead-broker: telefone placeholder 816-555-7890 na foto; verificar se e negocio real","Morno: so vale se sobrar tempo depois dos quentes. Canal: e-mail do site.","prospeccao/fotos/kansascitytreeservices.net.png"
"3","Auto Repair Shop Phoenix AZ","auto repair","Phoenix, AZ","Média","autorepairshopphoenix.com","7","custom/desconhecido","sim","2026","","","info@perezautorepairs.com","Moderno com social proof; desde 1976","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/autorepairshopphoenix.com.png"
"3","Auto Repair Shop Phoenix AZ","auto repair","Phoenix, AZ","Média","tbirdauto.com","7","WordPress","sim","","","","","Moderno com fotos reais da equipe","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/tbirdauto.com.png"
"3","Joe’s Express Carwash","car wash","Orlando, FL","Média","joescarwashes.com","8","custom/desconhecido","sim","2026","@joescarwashfl","57","","Site bom; IG com so 57 seguidores (oportunidade social, nao site)","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/joescarwashes.com.png"
"3","AquaShine Express Car Wash","car wash","Orlando, FL","Média","aquashineexpress.com","8","custom/desconhecido","sim","2026","@aquashineexpress","438","support@aquashineexpress.com","Site moderno bom","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/aquashineexpress.com.png"
"3","Woodies Wash Shack","car wash","Tampa, FL","Média","woodieswash.com","7","WordPress","nao","2026","@woodieswashshack","10K","info@woodieswash.com","Marca forte, 18+ unidades, IG 10K; provavelmente tem agencia","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/woodieswash.com.png"
"3","Home","car wash","Tampa, FL","Média","bigdanscarwash.com","7","WordPress","nao","2026","@bigdanscarwash","2,433","","Site moderno; rede regional","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/bigdanscarwash.com.png"
"3","Experience AquaSonic Car Wash","car wash","Tampa, FL","Média","aquasoniccarwash.com","7","WordPress","nao","2026","@aquasoniccarwash","1,992","info@aquasoniccarwash.com","Site moderno","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/aquasoniccarwash.com.png"
"3","Fence Installation and Repair Company","fencing","San Antonio, TX","Média","johnsonservicescompany.com","8","WordPress","sim","2026","@Johnsonservicescompany","26","","Grande (4 cidades TX), video no hero","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/johnsonservicescompany.com.png"
"3","Idaho Fitness Factory 24/7 Local Gym","gym","Boise, ID","Média","idahofitnessfactory.com","7","WordPress","nao","","@idahofitnessfactory","6,724","admin@idahofitnessfactory.com","Moderno; 10+ unidades","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/idahofitnessfactory.com.png"
"3","Fox Heating and Cooling","hvac","Boise, ID","Média","foxhvacpro.com","8","custom/desconhecido","sim","2026","@foxheatingandcooling","67","info@foxhvacpro.com","Moderno, badges 2026","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/foxhvacpro.com.png"
"3","R&W Landscaping and Services","landscaping","Naples, FL","Afluente","randwlandscapingnaples.com","8","custom/desconhecido","nao","2026","@randwlandscaping","36","randwlawn@gmail.com","hero split moderno, tipografia consistente e barra de selos; site ja bem feito, familiar since 2016","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/randwlandscapingnaples.com.png"
"3","Landscaping Services Seattle","landscaping","Bellevue, WA","Afluente","classiclandscaping.com","8","WordPress","nao","2026","@classicnursery","1,327","info@classiclandscaping.com","site bem desenhado, foto propria de projeto, badge 40+ anos e secao de financiamento; empresa grande e ja atendida","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/classiclandscaping.com.png"
"3","Scottsdale Med Spa","med spa","Scottsdale, AZ","Afluente","scottsdalemedspa.beauty","8","WordPress","sim","2026","@thesmsbeauty","2,049","","hero com foto real de tratamento, serif elegante, barra de oferta e menu limpo; site claramente feito por agencia","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/scottsdalemedspa.beauty.png"
"3","Med Spa Las Vegas","med spa","Frisco, TX","Afluente","novuskin.com","4","WordPress","sim","","@novuskinmedspa","27K","","popup de 3 passos cobrindo o hero, hero e um banner JPG de promocao; rede com Find a Location, title diz Las Vegas","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/novuskin.com.png"
"3","Ora Wellness and Aesthetics","med spa","Boca Raton, FL","Afluente","ora-wellness.com","8","WordPress","sim","","@ora__wellness","2,352","contact@ora-wellness.com","hero em video com serifada fina e paleta creme, bem tipografado; so peca e o widget laranja Translate no canto","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/ora-wellness.com.png"
"3","Medspa","med spa","Alpharetta, GA","Afluente","nyahmedspa.com","8","custom/desconhecido","sim","2026","@nyahmedspa_","3,219","nyahmedspa3@gmail.com / feedback@nyahmedspa.com / eedback@nyahmedspa.com","site moderno e bem tipografado com serifada elegante e CTA claro; menu Our Locations, atende Alpharetta, Atlanta e Suwanee desde 2014","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/nyahmedspa.com.png"
"3","Dentist in Bellevue, WA","odontologia","Bellevue, WA","Afluente","bellevuedentalstudio.com","8","Webflow","sim","","@BellevueDentalStudio","1,086","","Webflow com video hero, logo em script turquesa e tipografia consistente; feito por profissional","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/bellevuedentalstudio.com.png"
"3","Dentist in Bellevue, WA","odontologia","Bellevue, WA","Afluente","bellevuedentalwa.com","8","custom/desconhecido","sim","","","","","hero dividido moderno, foto propria dos dentistas, selo Google 4.9 com 222 reviews; site ja bem resolvido","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/bellevuedentalwa.com.png"
"3","Charlotte Paint Squad","painting","Charlotte, NC","Média","charlottepaintsquad.com","7","WordPress","nao","2026","@charlottepaintsquad","894","paintsquadcharlotte@gmail.com","Lead-gen moderno","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/charlottepaintsquad.com.png"
"3","Groombar","pet grooming","Orlando, FL","Média","groombar.com","7","custom/desconhecido","sim","2026","@groombarsalon","343","info@groombar.com","Moderno; franchising no menu","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/groombar.com.png"
"3","Professional Pool Service in Naples, FL","piscina","Naples, FL","Afluente","naplespool.com","7","WordPress","nao","2026","@naplespoolservice","20","","hero em duas colunas com formulario e foto boa; tem Customer Portal, Career e area Commercial, empresa ja estruturada","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/naplespool.com.png"
"3","Pressure Washing Jacksonville FL","pressure washing","Jacksonville, FL","Média","coraljaxpressurewashing.com","8","custom/desconhecido","nao","2025","","","info@coraljaxpressurewashing.com","Site bom com precos claros","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/coraljaxpressurewashing.com.png"
"3","Pressure Washing in Jacksonville FL","pressure washing","Jacksonville, FL","Média","pressurewashinginjacksonvillefl.com","7","WordPress","sim","2026","","","info@pressurewashinginjacksonvillefl.com","Moderno decente","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/pressurewashinginjacksonvillefl.com.png"
"3","Pressure Washing Jacksonville FL","pressure washing","Jacksonville, FL","Média","jaxpropressurewash.com","8","custom/desconhecido","sim","2026","","","hello@jacksonvillewasher.com","Site moderno bonito; hello@ exposto","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/jaxpropressurewash.com.png"
"3","Crown Roofing & Waterproofing","roofing","Naples, FL","Afluente","crownroofing.com","6","WordPress","nao","2025","@crownresidentialservices","341","info@crownroofing.com","Divi com tres marcas no header e menu Locations, hero em drone; empresa grande multi-unidade com 0800 e financiamento","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/crownroofing.com.png"
"3","Arborist Leawood","tree service","Kansas City, MO","Média","kcarborist.com","7","custom/desconhecido","sim","","@kcarboristtreecare","941","info@kcarborist.com","Site ok com badges de rating","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/kcarborist.com.png"
"3","Tree Service in Kansas City","tree service","Kansas City, MO","Média","kctreecareks.com","7","WordPress","nao","2026","","","","Lead-gen competente","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/kctreecareks.com.png"
"2","Auto Repair Shop Phoenix AZ","auto repair","Phoenix, AZ","Média","azautoshop.com","9","custom/desconhecido","sim","2026","","","info@azautoshop.com / you@email.com","Site excelente","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/azautoshop.com.png"
"2","Unlimited Car Washes","car wash","Phoenix, AZ","Média","superstarcarwashaz.com","7","WordPress","nao","2022","@superstarcarwashes","17K","","Rede grande AZ, IG 17K","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/superstarcarwashaz.com.png"
"2","Tidy Casa","cleaning","Phoenix, AZ","Média","tidycasa.com","8","WordPress","sim","2026","","","support@tidycasa.com","Moderno com booking 60s","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/tidycasa.com.png"
"2","Mobile Detailing Expert","detailing","Columbus, OH","Média","mobiledetailingexpert.com","8","custom/desconhecido","sim","2026","@Mobiledetailingexpert","765","info@mobiledetailingexpert.com","Plataforma 80+ cidades, nao local","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/mobiledetailingexpert.com.png"
"2","Lucas Mobile Car Detailing in Columbus","detailing","Columbus, OH","Média","lucasdetailingcolumbus.com","8","custom/desconhecido","sim","2024","","","info@lucasdetailingcolumbus.com","Moderno bonito","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/lucasdetailingcolumbus.com.png"
"2","Luxury Shine Mobile Detailing · Scottsda","detailing","Scottsdale, AZ","Afluente","theluxuryshine.com","9","custom/desconhecido","sim","2026","","","hello@theluxuryshine.com","hero editorial com italico manuscrito, metricas e tipografia condensada impecavel; a Spady Auto Group company","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/theluxuryshine.com.png"
"2","Mobile Detailing","detailing","Scottsdale, AZ","Afluente","shinedesignauto.com","8","custom/desconhecido","sim","2026","@shinedesigndetail","782","info@shinedesignauto.com","hero com foto propria do tecnico, selo de 221 reviews e barra de metricas; 2 bases (Gilbert e San Tan Valley)","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/shinedesignauto.com.png"
"2","Heating & Air Conditioning Company Boise","hvac","Boise, ID","Média","callpeppy.com","9","WordPress","sim","","@peppyheatingcooling","","","Branding forte com mascote","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/callpeppy.com.png"
"2","Varsity Zone HVAC","hvac","Alpharetta, GA","Afluente","varsityzone.com","7","custom/desconhecido","sim","2026","@varsityzone.corp","75","","rede franqueada: menu com Own a Franchise e Find a Location, telefone 833; visual moderno com fundo de caderno e logo sobreposto","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/varsityzone.com.png"
"2","Commercial Landscaping Services","landscaping","Naples, FL","Afluente","yellowstonelandscape.com","7","custom/desconhecido","nao","2026","@yellowstonelandscape","3,798","","site profissional com hero aereo, so o menu quebra em duas linhas; empresa nacional de landscaping comercial, 0800","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/yellowstonelandscape.com.png"
"2","Trusted Lawn Care & Pest Control","lawn care","Jacksonville, FL","Média","fairwaylawns.com","7","WordPress","sim","2026","@fairwaylawns","1,642","","Rede multi-estado, 78k reviews","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/fairwaylawns.com.png"
"2","Med Spa Scottsdale & Phoenix","med spa","Scottsdale, AZ","Afluente","mdskinlounge.com","8","WordPress","sim","","@mdskinlounge","12K","bwgawley@gmail.com / info@mdskinlounge.com","popup de 15% off, chatbot proprio MDIQ e marca MD Skin by Bryan Gawley MD; parte do grupo MD Plastic Surgery","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/mdskinlounge.com.png"
"2","Home","med spa","Frisco, TX","Afluente","secretmedspa.com","7","Squarespace","sim","2026","@itsasecretmedspa","55K","","design limpo em Squarespace, so popup de 20% off cobrindo o hero; rede DFW mais Phoenix e Scottsdale","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/secretmedspa.com.png"
"2","Best Med Spa in Plano & Frisco, TX","med spa","Frisco, TX","Afluente","umedspa.com","8","WordPress","sim","","@u.medspa","12K","contact@umedspa.com","site moderno e bem tipografado com hero split e provas sociais; 2 unidades Plano e Frisco, ja feito por agencia","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/umedspa.com.png"
"2","Natural Body Spa + Med Spa in Atlanta","med spa","Alpharetta, GA","Afluente","naturalbody.com","8","WordPress","sim","2025","@naturalbodyspaandshop","4,873","","rede com menu Locations e Groups em Atlanta; site profissional com identidade verde, padrao grafico e loja, bem tipografado","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/naturalbody.com.png"
"2","Natural Nail Salon & Beauty Boutique in ","nail salon","Nashville, TN","Média","poppyandmonroe.com","8","Squarespace","sim","","@poppyandmonroe","17K","hello@poppyandmonroe.com","Squarespace minimal chique","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/poppyandmonroe.com.png"
